Id,Name,IsDeleted,CreatedDate,LastModifiedDate,SystemModstamp,Asset__c,Account__c,DateUpdated__c,ExternalId__c,IsReleased__c,ObjectID__c,Priority__c,ProductId__c,ProductType__c,RelationType__c,SystemId__c,ValidFrom__c,ValidTo__c,YearInsurance__c,AssetsProductType__c,Asset__r.Id,Asset__r.ExternalId__c,Account__r.Id,Account__r.GlobalId__c,ObjectID__r.Name
a0L7E000005sHM5UAM,a0L7E000005sHM5,false,2022-12-08T19:47:40.000+0000,2022-12-08T19:47:40.000+0000,2022-12-08T19:47:40.000+0000,02i7E000004XqneQAC,0017E00001NxrvtQAB,2022-11-29,21661597,false,,999,,16,16002,8,2018-06-26,,,16,02i7E000004XqneQAC,86000000006114025524,0017E00001NxrvtQAB,2584677,
